ID,RecorderName,Date,DateAccuracy,Time,TimeAccuracy,PathName,SubPathName,AffectRoad,HitRoad,RoadPlowed,TimeToClear,RoadDamageLength,AvalancheType,AvalancheTrigger,AvalancheBedSurface,PercentPath,PercentSubPath,HorizStartZoneLoc,VertStartZoneLoc,SizeRelativetoPath,SizeDestructiveForce,ObservationPoint,MaxCrownDepth,AveCrownDepth,CrownWidth,StartElevationFeet,VerticalRunFeet,StartZoneAspect,StartZoneSlope,StartZoneAlpha,RoadBurialLength,RoadBurialDepth,Comments
810,Hageness,5/8/2019,Approximate,NA,NA,Bird Woman,NA,Yes,Yes,Yes,0.1,NA,WL,N,S,10,NA,Middle,Bottom,NA,1,Site,NA,NA,NA,NA,NA,160,NA,NA,NA,NA,Possible Aw trigger - bear tracks at top of point release.
811,Hageness,5/8/2019,Approximate,NA,NA,Triple Arches,NA,Yes,Yes,Yes,0.2,NA,WL,N,S,15,NA,NA,Middle,NA,1.5,Site,NA,NA,NA,NA,NA,270,NA,NA,NA,NA,NA
812,Hageness,5/13/2019,Actual,NA,NA,Heavens Peak Remnant Glacier,NA,No,N/A,N/A,N/A,N/A,GS,N,G,90,NA,Middle,Top,NA,3.5,Distant,10,10,10,7600,1000,35,NA,NA,N/A,N/A,Failed during daytime of 5/13/2019
813,Hageness,5/13/2019,Actual,NA,NA,Heavens Gate,Lower Glide Pocket,No,N/A,N/A,N/A,N/A,GS,N,G,60,NA,Middle,Top,NA,4,Distant,10,10,10,7900,3500,60,NA,NA,N/A,N/A,Failed during day of 5/13/2019
814,Hageness,5/19/2019,Approximate,NA,NA,Alps 3,NA,Yes,Yes,Yes,0.2,NA,WL,N,NA,NA,NA,NA,NA,NA,1,Site,NA,NA,NA,NA,NA,NA,NA,NA,10,0.5,NA
815,Hageness,5/19/2019,Approximate,NA,NA,Slopes,Lower Slopes,Yes,Yes,Yes,0.5,NA,WL,N,NA,NA,NA,NA,NA,NA,1.5,Site,NA,NA,NA,NA,NA,NA,NA,NA,12,0.5,Two of the lower Slopes paths ran with same D1.5  WL characteristics buring 35' of road each.
816,Hageness,5/19/2019,Approximate,NA,NA,Slopes,Upper Slopes,Yes,Yes,Yes,0.5,NA,WL,N,NA,NA,NA,NA,NA,NA,1.5,Site,NA,NA,NA,NA,NA,NA,NA,NA,12,0.5,NA
817,Hageness,5/21/2019,Actual,13:00:00,Approximate,Triple Arches,Lower Slopes,Yes,Yes,Yes,0.25,NA,WL,N,NA,NA,NA,NA,NA,NA,2,Site,NA,NA,NA,NA,NA,NA,NA,NA,15,1,Ran during working period and stopped 200' below road.
818,Hagness,5/21/2019,Actual,16:00:00,Approximate,Triple Arches,NA,Yes,Yes,Yes,0.5,NA,WL,N,NA,NA,NA,NA,NA,1,1.5,Site,NA,NA,NA,NA,NA,NA,NA,NA,15,0.5,NA
819,Hageness,5/21/2019,Actual,NA,NA,Slopes,Lower Slopes,Yes,Yes,Yes,0.1,NA,WL,N,NA,NA,NA,NA,NA,NA,1,Site,NA,NA,NA,NA,NA,NA,NA,NA,10,0.5,Partially buried the road
820,Hageness,5/22/2019,Actual,NA,NA,Slopes,NA,Yes,Yes,Yes,1,NA,WL,N,NA,NA,NA,NA,NA,NA,1.5,Site,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Five WL slides hit the road  in the slopes below Rim Rock, from the late afternoon warm up yesterday"
821,Hageness,5/23/2019,Actual,14:15:00,Actual,Triple Arches,NA,Yes,Yes,Yes,2,NA,WL,N,NA,NA,NA,Left,Top,NA,2.5,Site,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"On the way down around 1415 we encountered a D2.5 WL slide that had buried and crossed the road at Triple Arches, the toe of the debris was 350' below the road.  As the loader was digging out the road there were 7 more WL slides that kept reburying the road over the course of 2 hours.

Videos of a couple of the avalanches are stored in the 2019 Photos/Videos folder."
822,Hageness,5/23/2019,Actual,15:00:00,Actual,1st Chute Below Triple Arches,NA,Yes,Yes,Yes,1,NA,WL,N,NA,NA,NA,NA,NA,NA,1.5,Site,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"During this time the First Cute below Triple Arches avalanched and buried the road, it was about a D1.  A second loader from below Big Bend came up to help dig out that slide and as it worked 2 more slides came down and re-buried the road.  Both slides were about D1.5, and none of the the three slides in 1st Chute Below Triple Arches crossed the road."
823,Hageness,5/23/2019,Actual,16:15:00,Actual,2nd Chute Below Triple Arches,NA,Yes,Yes,Yes,NA,NA,WL,N,NA,NA,NA,NA,NA,NA,1.5,Distant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Once we got to Rip Rap to park the loader, an avalanche in the 2nd Chute Below Triple Arches occurred with rock fall and the sound of breaking trees, we did not stick around to see its size and if it made it to the road."
824,Hagness,5/23/2019,Actual,15:00:00,Approximate,Big Bend,NA,Yes,Yes,Yes,NA,NA,WL,N,NA,NA,NA,NA,NA,3,3,Site,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"As all the activity in the Triple Arches area was occurring the Big Bend drainage was avalanching heavily.  A large D3 WL avalanche ran from the ridge line to the road.  It ran into the lookers left culvert near the weeping wall.  The debris filled the culvert and the avalanche rode up and onto the road, stopping at the outside edge of the road.   The debris filled the culvert and drainage with 20' of debris."
825,Hageness,5/27/2019,Actual,NA,NA,Triple Arches,NA,Yes,Yes,Yes,1,NA,WL,N,NA,NA,NA,Right,Top,NA,2,Site,NA,NA,NA,NA,NA,NA,NA,NA,25,2,"Triple Arches continued to avalanche 05/23/2019 after Road Crew and Forecasters exited the road, refilling their exit cut. On Monday (05/27/2019) cyclists enjoying memorial blue skies and warm temps crossed the debris pile at Triple Arches and continued up the road. Triple Arches began avalanching mid-day, trapping 13 cyclists on the other side for nearly 8 hours. NPS rangers responded to the incident.  E. Peitzsch and J. Hageness were informed of the incident around 530pm and responded by 8pm to evaluate snow stability and permit a Road Crew worker to dig a new path through the debris to free the cyclists. All were unharmed and returned to West Glacier by 1030pm that evening."
826,Keller,5/27/2019,Actual,NA,NA,1st Chute Below Triple Arches,NA,Yes,NA,Yes,NA,NA,WL,N,NA,NA,NA,NA,NA,NA,1.5,Site,NA,NA,NA,NA,NA,NA,NA,NA,10,1,NA
827,Keller,5/27/2019,Actual,NA,NA,Chute Above Triple Arches,NA,Yes,NA,Yes,NA,NA,WL,N,NA,NA,NA,NA,NA,NA,2,Site,NA,NA,NA,NA,NA,NA,NA,NA,20,2,NA
828,Keller,5/27/2019,Actual,NA,NA,Slopes,Lower and Middle,Yes,Yes,Yes,1,NA,WL,N,NA,NA,NA,NA,NA,NA,1.5,Site,NA,NA,NA,NA,NA,NA,NA,NA,10,1,8 total slides from chute above to rim rock one of the 8 was a D2 with the remaing 7 in the D1.5 size. Buried ~30' road per slide.
829,Keller,5/28/2019,Actual,NA,NA,Big Bend,NA,Yes,No,Yes,N/A,N/A,GS,N,G,NA,NA,NA,NA,NA,2,Distant,3,3,3,NA,500,NA,NA,NA,N/A,N/A,NA
830,Keller,5/29/2019,Approximate,NA,NA,Haystack Creek,Mt. Gould,Yes,No,Yes,N/A,N/A,GS,N,NA,NA,NA,NA,NA,NA,2.5,Distant,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,"Arrested on bench in Haystack, far above GTSR"
831,Keller,5/29/2019,Approximate,NA,NA,Haystack Creek,Mt. Gould,Yes,No,Yes,N/A,N/A,GS,N,NA,NA,NA,NA,NA,NA,2,Distant,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,"Arrested on bench in Haystack, far above GTSR"
832,Keller,5/29/2019,Approximate,NA,NA,Slopes,Middle Slopes,Yes,Yes,Yes,1,NA,WL,N,NA,NA,NA,NA,NA,NA,2,Site,NA,NA,NA,NA,NA,NA,NA,NA,30,4,"Slides in Middle Slopes were a result of large rockfall events. Debris was littered with large rocks, and slides gouged to the ground in their track because of both large rockfall and a shallow snowpack. The larger of the two slides deeply buried the road because of tall snowbanks on both the uphill and downhill sides, but did not spill over the lower side."
833,Keller,5/29/2019,Approximate,NA,NA,Slopes,Middle Slopes,Yes,Yes,Yes,0.25,NA,WL,N,NA,NA,NA,NA,NA,NA,1,Site,NA,NA,NA,NA,NA,NA,NA,NA,10,1,Result of large rockfall evens. Debris littered with large rocks and slide gouged to the ground in the track because of both large rockfall and shallow snowpack.
834,Hageness,6/2/2019,Approximate,NA,NA,Chute Above Triple Arches,NA,Yes,Yes,Yes,NA,NA,WL,N,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.5,NA
837,Miller,4/8/2018,Approximate,NA,NA,Red Rock,NA,Yes,Yes,No,NA,NA,WL,N,S,NA,NA,NA,NA,NA,3,Site,NA,NA,NA,NA,NA,NA,NA,NA,40,7,WL suspected to have run over weekend with Sunday rain event. Obscured start zones.
838,Clark,4/25/2018,Actual,5:00:00,Approximate,Russ' Slide,NA,Yes,Yes,No,NA,NA,WL,N,S,NA,NA,NA,NA,NA,2,Distant,NA,NA,NA,NA,NA,NA,NA,NA,20,2,################
839,Evans,4/27/2018,Approximate,NA,NA,Granite Creek,Upper Path along the Garden Wall,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,################
840,Evans,5/2/2018,Approximate,NA,NA,Peak 7850,South,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,NA,4,3,Distant,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,Estimated to have slid on May 2nd. Observed/photographed on May 3 when weather cleared.
841,Evans,5/2/2018,Approximate,NA,NA,Peak 7850,North,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,NA,4,3,Distant,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,Estimated to have slid on May 2nd. Observed/photographed on May 3 when weather cleared.
842,Evans,5/2/2018,Approximate,NA,NA,Peak 7774,"Glide Pockets #1, 2, 3, 4, 5, 6, and 8",No,N/A,N/A,N/A,N/A,GS,N,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,"Estimated to have slid on May 2nd. Observed/photographed on May 3 when weather cleared. Added all of these glide avalanches into one record. Size D2-3. Mostly R2-4, when compared to our reference/path names photo."
843,Evans,5/6/2018,Approximate,NA,NA,Grizzly,Upper Grizzly,Yes,Yes,Yes,0.25,NA,WL,N,NA,NA,NA,NA,NA,NA,NA,Site,NA,NA,NA,NA,NA,NA,NA,NA,10,1,"Occurred over the weekend, lots of rock and dirt involved."
844,Evans,5/6/2018,Approximate,NA,NA,Haystack Creek,Sho-U-Middle,Yes,No,N/A,N/A,N/A,GS,N,G,5,NA,NA,NA,3,NA,Distant,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,"GS-N-G-R1-D3 in the middle cliff band. Glide avalanche triggered wet slab below, size dificult to determine due to melting over the last few days.  Wet slab appeared to fail on a basal layer near the ground.  Likely ran on 5/5 or 5/6.

Looker's left of the glide that released has a crack and will likely fail due to the unsupported nature of the slope."
845,Evans,5/6/2018,Approximate,NA,NA,Heavens Peak Remnant Glacier,Main,No,N/A,N/A,N/A,N/A,GS,N,NA,40,NA,Middle,NA,4,NA,Distant,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,"Observed on 5/8, likely failed over the weekend 5/5 or 5/6."
847,Evans,5/6/2018,Approximate,NA,NA,Heavens Peak East Ridge,Glide Pocket #5 and #6,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,"Observed on 5/8, likely failed over the weekend 5/5 or 5/6."
848,Evans,5/8/2018,Actual,18:00:00,Approximate,Heavens Peak Remnant Glacier,HPRG,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,NA,3,NA,Distant,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,NA
849,Clark,5/10/2018,Approximate,0:00:00,Approximate,Heavens Gate,NA,Yes,No,Yes,N/A,N/A,GS,N,G,NA,NA,NA,NA,3,4,Site,NA,NA,NA,NA,5000,NA,NA,NA,N/A,N/A,"Observed the debris while driving up GTSR this morning. Ran sometime since yesterday afternoon. Unfortunately could not see the start zone today because of cloud cover. Assume a large glide avalanche. Debris pile at the creek was 20+ ft high. Found small chunks of debris on the road side of the McDonald Creek as well.

Observed SZ the following week and confirmed a large glide. Good photos from May 14, 15, and 16 in the 2018 folder."
850,Clark,5/10/2018,Approximate,0:00:00,Approximate,Heavens Peak East Ridge,Glide Pocket #2,No,N/A,N/A,N/A,N/A,GS,N,U,NA,NA,NA,NA,4,3.5,Distant,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,"Observed on May 10, ran sometime since yesterday afternoon."
851,Clark,5/10/2018,Approximate,0:00:00,Approximate,Heavens Peak East Ridge,Glide Pocket #5,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,NA,3,2.5,Distant,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,"Observed on May 10, ran sometime since yesterday afternoon."
852,Evans,5/13/2018,Approximate,NA,NA,Haystack Creek,Sho-U-Low Right,Yes,No,Yes,N/A,N/A,GS,N,G,NA,NA,Right,Middle,3,NA,Distant,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,"Observed on 5/14 likely occurred of the weekend, stopped on the upper bench with the other glide debris."
853,Evans,5/13/2018,Approximate,NA,NA,Big Bend,NA,Yes,No,No,N/A,N/A,GS,N,G,NA,NA,NA,NA,NA,NA,Distant,NA,NA,NA,7800,NA,NA,NA,NA,N/A,N/A,"Observed on 5/14, likely occurred over the weekend. Did not fully fail, some chucks ran into the flats below but most of the slab remains haning on the rock slab.


5/24 Update- This glide continues to sit in place, it appears very broken and seems like it will melt in place."
854,Evans,5/13/2018,Approximate,NA,NA,Heavens Peak East Ridge,Glide Pocket #1,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,NA,NA,NA,Distant,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,"Observed on 5/14, occurred over the weekend.

More pieces of RG failing over the weekend as well"
855,Evans,5/27/2018,Approximate,NA,NA,Heavens Gate,Upper Snowfield,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Middle,4,NA,Distant,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,Observed on 20180529 occurred sometime during the holiday weekend.
856,Peitzsch,4/13/2020,Approximate,NA,Approximate,Haystack Creek,Upper Middle,Yes,No,No,N/A,N/A,WL,N,I,10,50,Middle,Top,2,2,Distant,NA,NA,NA,7500,2000,225,45,NA,N/A,N/A,"Debris: 200 ft. wide, 3-4 feet deep. Did not reach road."
857,Peitzsch,4/19/2020,Approximate,NA,NA,Heavens Peak East Ridge,5,No,N/A,N/A,N/A,N/A,SS,N,I,10,90,Middle,Top,2,2,Distant,1,1,1,7200,1000,45,45,NA,N/A,N/A,Wind slab. Only avalanche visible from GTSR.
858,Peitzsch,4/22/2020,Actual,NA,NA,Bird Woman,NA,Yes,Yes,No,NA,0,WL,N,I,40,NA,Middle,Middle,2,2,Distant,NA,NA,NA,6000,1500,157,40,NA,5,1.2,Overnight rain to 6500 feet.
859,Peitzsch,4/22/2020,Actual,NA,NA,SBRC,NA,Yes,No,No,N/A,N/A,WL,N,I,20,NA,Left,Top,2,2,Site,NA,NA,NA,5800,600,229,NA,NA,N/A,N/A,NA
860,Peitzsch,4/22/2020,Actual,NA,NA,Chute Below SBRC,NA,Yes,No,No,N/A,N/A,WL,N,I,50,NA,Middle,Top,1,1.5,Site,NA,NA,NA,5935,800,229,NA,NA,N/A,N/A,NA
861,Peitzsch,4/22/2020,Actual,NA,NA,Russ' Slide,NA,Yes,No,No,N/A,N/A,WL,N,I,50,NA,Middle,Top,1,1.5,Site,NA,NA,NA,5680,610,237,NA,NA,N/A,N/A,Came with about 50 feet of GTSR.
862,Peitzsch,4/22/2020,Actual,NA,NA,Chute Below Russ',NA,Yes,No,No,N/A,N/A,WL,N,I,80,NA,Right,Top,2,2,Site,NA,NA,NA,5640,620,240,NA,NA,N/A,N/A,"Came with about 20 feet of GTSR. Debris: 3 feet deep, 20 feet wide."
863,Peitzsch,4/22/2020,Actual,NA,NA,Greater Granite,Left Cliffs,Yes,No,Yes,N/A,N/A,WL,N,I,5,15,Left,Middle,1,1,Site,NA,NA,NA,5495,521,162,NA,NA,N/A,N/A,NA
864,Peitzsch,4/22/2020,Approximate,NA,NA,54-1,NA,Yes,No,Yes,N/A,N/A,WL,N,I,10,NA,Left,Top,2,2.5,Distant,NA,NA,NA,6000,1410,330,NA,NA,N/A,N/A,NA
865,Peitzsch,4/22/2020,Actual,NA,NA,Red Rock,NA,Yes,No,Yes,N/A,N/A,WL,N,I,60,NA,Middle,Top,2,2,Distant,NA,NA,NA,NA,NA,290,NA,NA,N/A,N/A,NA
866,Keller,4/24/2020,Approximate,NA,NA,Triple Arches,NA,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Distant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," I forgot to mention from earlier this week I noticed that Triple arches had a sizable avalanche come out of it. The debris ran all the way to Logan creek and turned the corner and ran to about the junction of the Big Bend path.  Its hard to tell what was the slide, Wet Slab/Glide, since I could only see the debris in the valley below and not a great view of the starting zone. It looks to have occurred around the same time as the Haystack event on about the 4/24-27."
867,Peitzsch,4/26/2020,Approximate,NA,NA,Haystack Creek,Middle Left,Yes,No,No,N/A,N/A,GS,N,NA,15,40,Left,Middle,2,2,Distant,2.2,2.2,2.2,6530,860,215,NA,NA,N/A,N/A,Occurred some time between afternoon of 4/23 and morning of 4/27
868,Peitzsch,4/26/2020,Approximate,NA,NA,Greater Granite,Left Cliffs,Yes,No,Yes,N/A,N/A,WL,N,I,10,30,Middle,Middle,1,1.5,Distant,NA,NA,NA,NA,NA,152,NA,NA,N/A,N/A,"Did not hit road. Debris: 30 ft. wide, 2 ft. deep. Start zone: cliffs above Granite. Occurred some time between afternoon of 4/23 and morning of 4/27"
869,Peitzsch,4/26/2020,Approximate,NA,NA,Chute Below SBRC,NA,Yes,Yes,No,NA,NA,WL,N,I,80,NA,Middle,Top,2,2,Site,NA,NA,NA,5900,836,227,NA,NA,NA,NA,Debris: 30 ft. wide. 2 ft. deep. Just touched unplowed road.
870,Peitzsch,4/30/2020,Approximate,NA,NA,Haystack Creek,Middle Left,Yes,No,No,N/A,N/A,GS,N,G,NA,5,Left,Middle,2,2,Distant,3,3,3,6540,750,209,NA,NA,N/A,N/A,Adjacent to (i.e. rest of slab) previous GS release on 4/26. Debris did not reach road.
871,Peitzsch,4/30/2020,Approximate,NA,NA,Haystack Creek,Middle Right,Yes,Yes,No,NA,NA,GS,N,G,5,50,Right,Middle,3,3,Distant,4,4,4,6600,1700,252,NA,NA,30,1,Most of the debris accumulated on the bench just above GTSR. Some spilled over but kept moving past road since it's not plowed yet. Toe of debris pile is about 1.5-2 m deep.
872,Peitzsch,4/30/2020,Approximate,NA,NA,Peak 7850,Right,No,N/A,N/A,N/A,N/A,GS,N,G,30,80,NA,Top,2,2.5,Distant,3,3,3,7300,700,103,NA,NA,N/A,N/A,"Estimated crown size. Clouds around summit obscured full clear view, but crown appears in line with depth of others nearby (~2-3 m)."
873,Peitzsch,5/2/2020,Approximate,NA,NA,54-1,NA,Yes,No,Yes,N/A,N/A,WL,N,O,30,NA,Left,Top,2,2.5,Distant,NA,NA,NA,7000,3000,328,NA,NA,N/A,N/A,New debris on snow-free brush appears to be result of WL - no crown visible. 
874,Keller,5/4/2020,Approximate,NA,NA,Greater Granite,"Middle, Right",No,N/A,N/A,N/A,N/A,GS,N,G,10,30,Right,Middle,NA,3,Distant,2,2,2,7200,800,225,46,NA,N/A,N/A,NA
875,Keller,5/4/2020,Approximate,NA,NA,Heavens Peak East Ridge,Glide Pocket #6,No,N/A,N/A,N/A,N/A,GS,N,G,100,100,Middle,Top,NA,3.5,Distant,NA,NA,NA,6600,NA,22.5,NA,NA,N/A,N/A,Unknown depth and width. Photos added to database.
876,Hageness,5/9/2020,Approximate,NA,NA,BPR,NA,Yes,Yes,Yes,NA,NA,WL,N,S,NA,NA,NA,NA,NA,1,Site,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"BPR's size 1 wet loose avalanche was the only avalanche activity to affect the GTSR over the weekend and likely occurred on Saturday, May 9. Numerous rollerballs, pinwheels, and runnels were evident from the weekend but no other avalanche paths even produced a size 1 slide. Glide cracks have widened in some areas, notably SBRC and Big Bend. Beargrass has two large glide cracks near its top. The road crew got through the rest of Haystack and Alps 1. They don't anticipate continuing to plow the road the next two days as a winter storm arrives. "
877,Hageness,5/16/2020,Approximate,NA,NA,Heavens Peak East Ridge,Glide Pocket #2,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,NA,NA,3.5,Distant,4,4,4,6300,NA,1,NA,NA,N/A,N/A,Crown estimated to be at least 4m deep. Observed from a great distance. Entire glide pocket #2 released.
878,Hageness,5/17/2020,Approximate,NA,NA,Haystack Creek,Haystack Right,Yes,Yes,Yes,0.85,NA,GS,N,G,10,25,Right,Top,NA,3,Distant,4,4,4,8100,NA,225,NA,NA,20,3,"See photos. Glide released over the weekend, likely on 5-16-20 or 5-17-20. Crown depths are estimates."
879,Hageness,5/17/2020,Approximate,NA,NA,Haystack Creek,Haystack Left,Yes,Yes,Yes,0.25,NA,GS,N,G,10,20,Left,Middle,NA,2,Distant,1.5,1.5,1.5,6100,NA,180,NA,NA,10,2.5,See photos. Debris piled up on road but barely crossed it. Observed from afar. Crown depth and width are estimates.
880,Hageness,5/17/2020,Approximate,NA,NA,Chute Below SBRC,NA,Yes,Yes,Yes,0.1,NA,WL,N,S,NA,NA,NA,Top,NA,1.5,Site,NA,NA,NA,NA,NA,NA,NA,NA,3,2,Majority of debris arrested just above road.
881,Hageness,5/17/2020,Approximate,NA,NA,Mt. Siyeh,NA,No,N/A,N/A,N/A,N/A,WL,N,S,NA,NA,NA,Top,NA,1.5,Site,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,"Multiple WL D1-1.5 avalanches on Mt. Siyeh, likely from over the weekend. None hit road."
882,Keller,5/19/2020,Actual,8:40:00,Approximate,Big Bend,Upper lookers left near the Haystack pass.,Yes,No,No,N/A,N/A,GS,N,G,NA,NA,Left,Top,NA,3,Distant,3,3,3,7800,1400,248,NA,NA,N/A,N/A,NA
883,Keller,5/19/2020,Actual,12:00:00,Approximate,Alps 2,NA,Yes,Yes,Yes,0.4,0,WL,NA,G,NA,NA,Middle,Top,NA,2,Distant,NA,NA,NA,6900,1500,270,NA,NA,18,6,"A small pocket that failed in the cliffs above the main slope, it brought a bit of rock debris with it."
884,Hageness,5/21/2020,Approximate,NA,NA,Beargrass,NA,Yes,Yes,Yes,0.35,NA,GS,N,G,30,NA,Left,Top,NA,2,Distant,NA,NA,NA,7300,NA,180,NA,NA,7,2.5,"Unable to see crown from GTSR. However, sizeable debris pile with rocks, branches, dirt, and grass indicate likely glide failure. The avalanche traveled over 200-300 feet of bare ground in its track. Size and date are best estimates. "
885,Hageness,5/21/2020,Approximate,NA,NA,Heavens Peak Remnant Glacier,NA,No,N/A,N/A,N/A,N/A,GS,N,G,80,NA,Middle,Middle,NA,4.5,Distant,10,10,10,7100,NA,45,NA,NA,N/A,N/A,HPRG glide avalanched over the long weekend. Time and size are best estimates.
886,Hageness,5/21/2020,Approximate,NA,NA,Heavens Peak Remnant Glacier,Corner Pocket,No,N/A,N/A,N/A,N/A,GS,N,G,100,NA,NA,Top,NA,4,Distant,20,20,20,7000,NA,45,NA,NA,N/A,N/A,HPRG Corner Pocket glide avalanched over the long weekend. See pictures. Time and size are best estimates.
887,Hageness,5/21/2020,Approximate,NA,NA,Heavens Peak East Ridge,Glide Pocket #1,No,N/A,N/A,N/A,N/A,GS,N,G,100,NA,NA,NA,NA,3.5,Distant,5,5,5,NA,NA,NA,NA,NA,N/A,N/A,Glide avalanche over long weekend. See pictures. Size and time are best estimates.
888,Hageness,5/21/2020,Approximate,NA,NA,Heavens Peak East Ridge,Glide Pocket #3,No,N/A,N/A,N/A,N/A,GS,N,G,100,NA,NA,NA,NA,3.5,Distant,5,5,5,NA,NA,NA,NA,NA,N/A,N/A,Glide avalanche over long weekend. See pictures. Size and date are best estimates.
889,Hageness,5/21/2020,Approximate,NA,NA,Heavens Peak East Ridge,Glide Pocket #4,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,NA,NA,3.5,Distant,6,6,6,NA,NA,NA,NA,NA,N/A,N/A,Glide avalanche over long weekend. See pictures. Size and date are best estimates.
890,Hageness,5/21/2020,Approximate,NA,NA,Heavens Peak East Ridge,Glide Pocket #5,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,NA,NA,3.5,Distant,6,6,6,NA,NA,NA,NA,NA,N/A,N/A,Glide avalanche over long weekend. See pictures. Size and date are best estimates.
891,Hageness,5/21/2020,Approximate,NA,NA,Heavens Gate,NA,No,N/A,N/A,N/A,N/A,GS,N,G,80,NA,NA,NA,NA,4,Distant,5,5,5,7100,NA,90,NA,NA,N/A,N/A,E aspect of Heavens Peak glide avalanched over weekend. Toe of debris stopped approximately 1/2 mi short of MacDonald Creek. Looker's right side is buckling but has yet to avalanche. Size and date are best estimates - see photo.
892,Hageness,5/27/2020,Approximate,NA,NA,Haystack Creek,Haystack Left,Yes,No,Yes,N/A,N/A,GS,N,G,5,10,Left,Middle,NA,2.5,Distant,2.5,2.5,2.5,6000,NA,225,NA,NA,N/A,N/A,Glide slab released sometime between departing GTSR on afternoon of 5/27/20 and driving up road 5/28/20. Debris arrested on bench in Haystack and did not come close to GTSR.
893,Hageness,5/27/2020,Actual,NA,NA,Triple Arches,NA,Yes,Yes,Yes,0.15,NA,WL,N,S,5,NA,NA,Top,NA,1.5,Site,NA,NA,NA,NA,NA,225,NA,NA,5,2,Wet loose avalanche likely released after heading down GTSR on 5/28/20.
894,Hageness,5/27/2020,Actual,NA,NA,Chute Above Triple Arches,NA,Yes,Yes,No,NA,NA,WL,N,S,10,NA,NA,Top,NA,2,Distant,NA,NA,NA,NA,NA,NA,NA,NA,10,1,Wet loose avalanche overran GTSR and deposited most debris beneath.
895,Hageness,5/28/2020,Actual,13:45:00,Actual,Triple Arches,Low left shoulder,Yes,Yes,Yes,0,NA,GS,N,G,1,NA,Left,Bottom,NA,1.5,Distant,0.5,0.5,0.5,6300,NA,225,NA,NA,0,0,"Glide pocket released just after roads crew finished working in Triple Arches. Snow was unsupported from beneath and had not previously cracked or slumped. Avalanche started moderate rockfall that landed on GTSR but snow fanned out and cleared road, making for no debris pile on the GTSR. See photos."
896,Miller,5/30/2020,Approximate,15:00:00,Approximate,Slopes,Lower Slopes,Yes,Yes,No,0,NA,WL,N,O,10,NA,Middle,Middle,NA,1,Site,NA,NA,NA,7400,1200,280,NA,NA,NA,NA,WL-N-R1-D1-O natural point release avalanche probably from rock/ice fall during the weekend warm up that ran across the unplowed road and deposited debris just below.
897,Miller,6/1/2020,Approximate,15:00:00,Approximate,2nd Chute Below Triple Arches,NA,Yes,Yes,Yes,0.15,NA,GS,N,G,5,25,Left,Bottom,NA,1,Site,1,1,1,6500,500,205,NA,NA,5,1.5,Released during weekend warm up
898,Miller,6/1/2020,Approximate,NA,NA,Chute Above Triple Arches,NA,Yes,Yes,Yes,0.35,NA,WL,N,O,NA,NA,NA,NA,NA,1.5,Site,NA,NA,NA,7400,1200,260,NA,NA,50,2,WL-N-R2-D1.5-O natural avalanche from over the weekend warmup deposited two piles that refilled the road cut through the season's debris (~4m tall along uphill edge) and barely crossed the road.
